seed,budget,policy,macro_recall,worst_client_recall,federation_fpr,budget_usage,fallback_rate
0,false_positive_0p001,eq_fpr,0.4222474832157217,0.0,0.002250838639308731,2.250838639308731,0.0
0,false_positive_0p001,greedy,0.0,0.0,0.0,0.0,0.0
0,false_positive_0p001,fabrid_macro,0.4222474832157217,0.0,0.002250838639308731,2.250838639308731,0.0
0,false_positive_0p001,fabrid_cvar,0.4222474832157217,0.0,0.002250838639308731,2.250838639308731,0.0
0,false_positive_0p001,fabrid_macro_finite_safe,0.24445216287118304,0.0,0.00035511695547421905,0.35511695547421906,0.0
0,false_positive_0p001,fabrid_cvar_finite_safe,0.24445216287118304,0.0,0.00035511695547421905,0.35511695547421906,0.0
0,false_positive_0p001,fabrid_macro_no_rate_minimization,0.4222474832157217,0.0,0.002250838639308731,2.250838639308731,0.0
0,false_positive_0p001,common_rate_macro,0.4222474832157217,0.0,0.002250838639308731,2.250838639308731,0.0
0,false_positive_0p001,pooled_shared,0.8666163373618436,0.6,0.0024378175107664327,2.4378175107664326,0.0
0,false_positive_0p001,eq_fpr_matched_macro,0.3111363721046106,0.0,0.000937668816798459,0.9376688167984589,0.0
0,false_positive_0p001,eq_fpr_matched_cvar,0.3111363721046106,0.0,0.000937668816798459,0.9376688167984589,0.0
0,false_positive_0p0025,eq_fpr,0.4444487753056431,0.0,0.002422032430680564,0.9688129722722255,0.0
0,false_positive_0p0025,greedy,0.0,0.0,0.0,0.0,0.0
0,false_positive_0p0025,fabrid_macro,0.466661773187035,0.0,0.0030607278123692596,1.2242911249477038,0.0
0,false_positive_0p0025,fabrid_cvar,0.466661773187035,0.0,0.0030607278123692596,1.2242911249477038,0.0
0,false_positive_0p0025,fabrid_macro_finite_safe,0.3111363721046106,0.0,0.000937668816798459,0.3750675267193836,0.0
0,false_positive_0p0025,fabrid_cvar_finite_safe,0.3111363721046106,0.0,0.000937668816798459,0.3750675267193836,0.0
0,false_positive_0p0025,fabrid_macro_no_rate_minimization,0.48886319657361593,0.0,0.003266794413094614,1.3067177652378457,0.0
0,false_positive_0p0025,common_rate_macro,0.4444487753056431,0.0,0.002383989365931268,0.9535957463725071,0.0
0,false_positive_0p0025,pooled_shared,0.9110492558794747,0.6,0.0033176666873378155,1.327066674935126,0.0
0,false_positive_0p0025,eq_fpr_matched_macro,0.5555487830169006,0.0,0.003111169335158396,1.2444677340633583,0.0
0,false_positive_0p0025,eq_fpr_matched_cvar,0.5555487830169006,0.0,0.003111169335158396,1.2444677340633583,0.0
0,false_positive_0p005,eq_fpr,0.8443577037459726,0.0,0.00707716925476797,1.415433850953594,0.0
0,false_positive_0p005,greedy,0.0,0.0,0.0,0.0,0.0
0,false_positive_0p005,fabrid_macro,0.5110694411823101,0.0,0.003906178594573712,0.7812357189147424,0.0
0,false_positive_0p005,fabrid_cvar,0.5555077746051932,0.0,0.0071792049317944,1.43584098635888,0.0
0,false_positive_0p005,fabrid_macro_finite_safe,0.3333409650881028,0.0,0.0015939116837238184,0.3187823367447637,0.0
0,false_positive_0p005,fabrid_cvar_finite_safe,0.4221768715565339,0.0,0.004417161421456732,0.8834322842913463,0.0
0,false_positive_0p005,fabrid_macro_no_rate_minimization,0.5555102024602145,0.0,0.00580875858549736,1.161751717099472,0.0
0,false_positive_0p005,common_rate_macro,0.8443577037459726,0.0,0.00707716925476797,1.415433850953594,0.0
0,false_positive_0p005,pooled_shared,0.9554686500481286,0.600157883100848,0.004833119309320318,0.9666238618640636,0.0
0,false_positive_0p005,eq_fpr_matched_macro,0.6221666905428367,0.0,0.0065797545922585896,1.315950918451718,0.0
0,false_positive_0p005,eq_fpr_matched_cvar,0.7332744830705322,0.0,0.007018188129430797,1.4036376258861594,0.0
0,false_positive_0p010,eq_fpr,0.99994876097548,0.9998416420693109,0.016872555189542938,1.6872555189542937,0.0
